epoch,loss
1,7.994209418218259
2,7.339776287519487
3,7.233046481384063
4,7.191054579029253
5,7.164121744556423
6,7.146397311993111
7,7.136338892905826
8,7.128399256435539
9,7.124959344237259
10,7.121290882119986
11,7.119542070329923
12,7.115871488946425
13,7.117251106429069
14,7.114102432209081
15,7.113965463015284
16,7.113184179462418
17,7.114333725679871
18,7.111905878182953
19,7.113419521218379
20,7.11155923373138
21,7.111580528063522
22,7.111269164414957
23,7.112248736108666
24,7.11129358821104
25,7.111309807988149
26,7.11060450966894
27,7.111090429396684
28,7.109426683423375
29,7.109945402883982
30,7.110468264624739
31,7.1101665630459765
32,7.110664479007009
33,7.109504225668955
34,7.109173662033616
35,7.109170943041503
36,7.109990488058508
37,7.10990368951972
38,7.109101149015999
39,7.109359374892371
40,7.108842451539461
